QTD,ID_PLANO_CONTA,PLANO_CONTA,TOTAL_MES,ANO,MES,CODIGOSELO,IDCARTORIO,COMARCA
1,25,Impressos gráficos,610,2026,01,L6,159,23
2,25,Impressos gráficos,596,2026,01,E1,86,11
1,25,Impressos gráficos,500.04,2026,01,J0,116,21
1,25,Impressos gráficos,470.03,2026,01,D4,76,10
1,25,Impressos gráficos,460,2026,01,K2,146,1
2,25,Impressos gráficos,442,2026,01,D7,80,11
1,25,Impressos gráficos,440,2026,01,L0,155,5
1,25,Impressos gráficos,410,2026,01,H2,113,3
1,25,Impressos gráficos,392,2026,01,E9,89,14
1,25,Impressos gráficos,392,2026,01,G7,78,19
1,25,Impressos gráficos,392,2026,01,H0,5,2
1,25,Impressos gráficos,380,2026,01,H8,71,9
1,25,Impressos gráficos,360,2026,01,G3,107,17
1,25,Impressos gráficos,350,2026,01,G8,110,19
1,25,Impressos gráficos,348,2026,01,I2,129,16
1,25,Impressos gráficos,333.35,2026,01,B2,63,1
1,25,Impressos gráficos,316.57,2026,01,D0,134,7
1,25,Impressos gráficos,288,2026,01,I9,112,3
1,25,Impressos gráficos,262.17,2026,01,K9,163,6
1,25,Impressos gráficos,255.53,2026,01,J2,138,23
1,25,Impressos gráficos,220,2026,01,J6,83,11
1,25,Impressos gráficos,213.6,2026,01,G0,104,15
1,25,Impressos gráficos,212,2026,01,L1,156,12
1,25,Impressos gráficos,200,2026,01,A4,4,17
1,25,Impressos gráficos,200,2026,01,C1,28,4
1,25,Impressos gráficos,170,2026,01,F8,102,15
1,25,Impressos gráficos,155,2026,01,F0,91,14
1,25,Impressos gráficos,150.01,2026,01,D5,77,24
1,25,Impressos gráficos,150,2026,01,D3,75,10
1,25,Impressos gráficos,125,2026,01,I1,120,20
1,25,Impressos gráficos,125,2026,01,K4,150,4
1,25,Impressos gráficos,120,2026,01,H3,126,22
2,26,Investimentos e demais gastos com Informatização - Registro Eletrônico (dedução permitida apenas para os Oficiais de Registros),1514.79,2026,01,I6,125,18
8,27,Material de Consumo (papelaria),16268.58,2026,01,G2,106,17
11,27,Material de Consumo (papelaria),5373.61,2026,01,A0,1,1
3,27,Material de Consumo (papelaria),3281.7,2026,01,A8,11,17
4,27,Material de Consumo (papelaria),2800.35,2026,01,B6,22,4
8,27,Material de Consumo (papelaria),2799.35,2026,01,H1,3,18
8,27,Material de Consumo (papelaria),2695.02,2026,01,E3,67,12
6,27,Material de Consumo (papelaria),2550.77,2026,01,I9,112,3
5,27,Material de Consumo (papelaria),2371.8,2026,01,B7,23,4
4,27,Material de Consumo (papelaria),2227.1,2026,01,H6,45,6
3,27,Material de Consumo (papelaria),2139.85,2026,01,D1,69,6
8,27,Material de Consumo (papelaria),2111.33,2026,01,H9,118,13
6,27,Material de Consumo (papelaria),2100.28,2026,01,K1,145,5
4,27,Material de Consumo (papelaria),2009.23,2026,01,J9,144,12
5,27,Material de Consumo (papelaria),1859.75,2026,01,G3,107,17
9,27,Material de Consumo (papelaria),1655.76,2026,01,E4,70,12
8,27,Material de Consumo (papelaria),1588.1,2026,01,D7,80,11
2,27,Material de Consumo (papelaria),1575.84,2026,01,C6,37,5
6,27,Material de Consumo (papelaria),1456.42,2026,01,A3,60,1
4,27,Material de Consumo (papelaria),1439.85,2026,01,I7,43,1
3,27,Material de Consumo (papelaria),1419,2026,01,F5,99,14
4,27,Material de Consumo (papelaria),1349.43,2026,01,L0,155,5
1,27,Material de Consumo (papelaria),1345,2026,01,B8,24,4
2,27,Material de Consumo (papelaria),1273,2026,01,C4,32,5
3,27,Material de Consumo (papelaria),1272.58,2026,01,C5,34,5
5,27,Material de Consumo (papelaria),1235.9,2026,01,K5,151,4
4,27,Material de Consumo (papelaria),1196.96,2026,01,G5,109,17
2,27,Material de Consumo (papelaria),1180,2026,01,K3,149,17
5,27,Material de Consumo (papelaria),1165.08,2026,01,B1,62,1
2,27,Material de Consumo (papelaria),1148.52,2026,01,I4,128,16
3,27,Material de Consumo (papelaria),1132,2026,01,L4,158,13
3,27,Material de Consumo (papelaria),1120.12,2026,01,D2,73,10
3,27,Material de Consumo (papelaria),1095.36,2026,01,H7,117,8
10,27,Material de Consumo (papelaria),1079.5,2026,01,F7,101,15
4,27,Material de Consumo (papelaria),1076.75,2026,01,H8,71,9
4,27,Material de Consumo (papelaria),1003.99,2026,01,E0,84,11
5,27,Material de Consumo (papelaria),914.9,2026,01,B9,115,21
4,27,Material de Consumo (papelaria),902.16,2026,01,L7,160,20
4,27,Material de Consumo (papelaria),880,2026,01,M0,190,2
2,27,Material de Consumo (papelaria),857,2026,01,H5,44,6
2,27,Material de Consumo (papelaria),830,2026,01,H4,114,3
5,27,Material de Consumo (papelaria),804.67,2026,01,A7,57,17
4,27,Material de Consumo (papelaria),802.85,2026,01,G1,105,17
5,27,Material de Consumo (papelaria),798.15,2026,01,I8,59,1
3,27,Material de Consumo (papelaria),768.72,2026,01,G8,110,19
2,27,Material de Consumo (papelaria),752,2026,01,B5,20,4
3,27,Material de Consumo (papelaria),729.89,2026,01,L2,157,12
3,27,Material de Consumo (papelaria),724,2026,01,H3,126,22
3,27,Material de Consumo (papelaria),715.8,2026,01,C0,27,4
4,27,Material de Consumo (papelaria),709.71,2026,01,J0,116,21
4,27,Material de Consumo (papelaria),706.32,2026,01,D6,79,11
7,27,Material de Consumo (papelaria),636.59,2026,01,F8,102,15
1,27,Material de Consumo (papelaria),604.8,2026,01,H2,113,3
5,27,Material de Consumo (papelaria),536.81,2026,01,L3,161,13
1,27,Material de Consumo (papelaria),520,2026,01,J4,25,4
4,27,Material de Consumo (papelaria),485.13,2026,01,D4,76,10
3,27,Material de Consumo (papelaria),485.06,2026,01,J5,127,22
2,27,Material de Consumo (papelaria),477.5,2026,01,I2,129,16
3,27,Material de Consumo (papelaria),474.53,2026,01,A6,33,1
2,27,Material de Consumo (papelaria),455.77,2026,01,F0,91,14
3,27,Material de Consumo (papelaria),382.63,2026,01,D3,75,10
2,27,Material de Consumo (papelaria),374.9,2026,01,K4,150,4
3,27,Material de Consumo (papelaria),374.02,2026,01,A5,135,1
2,27,Material de Consumo (papelaria),349.9,2026,01,A9,10,1
2,27,Material de Consumo (papelaria),337.99,2026,01,G9,136,19
1,27,Material de Consumo (papelaria),334,2026,01,E5,68,12
2,27,Material de Consumo (papelaria),324,2026,01,F9,103,15
5,27,Material de Consumo (papelaria),321.98,2026,01,G0,104,15
2,27,Material de Consumo (papelaria),299,2026,01,D5,77,24
2,27,Material de Consumo (papelaria),251.6,2026,01,C9,49,7
1,27,Material de Consumo (papelaria),249.8,2026,01,L1,156,12
2,27,Material de Consumo (papelaria),239.94,2026,01,E9,89,14
1,27,Material de Consumo (papelaria),228.1,2026,01,A4,4,17
1,27,Material de Consumo (papelaria),198.5,2026,01,H0,5,2
2,27,Material de Consumo (papelaria),160,2026,01,G7,78,19
1,27,Material de Consumo (papelaria),150,2026,01,I6,125,18
2,27,Material de Consumo (papelaria),149.47,2026,01,K2,146,1
1,27,Material de Consumo (papelaria),137.77,2026,01,I3,130,16
3,27,Material de Consumo (papelaria),123.9,2026,01,J1,148,22
2,27,Material de Consumo (papelaria),119.7,2026,01,J6,83,11
1,27,Material de Consumo (papelaria),119,2026,01,J2,138,23
1,27,Material de Consumo (papelaria),101.5,2026,01,J3,93,19
1,27,Material de Consumo (papelaria),101.18,2026,01,L5,162,15
1,27,Material de Consumo (papelaria),89.99,2026,01,K6,152,19
1,27,Material de Consumo (papelaria),46,2026,01,K8,154,19
2,27,Material de Consumo (papelaria),42.5,2026,01,L6,159,23
1,27,Material de Consumo (papelaria),34.99,2026,01,B4,64,1
1,27,Material de Consumo (papelaria),30,2026,01,I1,120,20
1,27,Material de Consumo (papelaria),17.57,2026,01,E1,86,11
13,29,Provedor (Internet),6301.98,2026,01,A0,1,1
1,29,Provedor (Internet),4300.08,2026,01,H6,45,6
1,29,Provedor (Internet),2860,2026,01,C9,49,7
3,29,Provedor (Internet),1006.09,2026,01,K5,151,4
3,29,Provedor (Internet),838.9,2026,01,K7,153,19
1,29,Provedor (Internet),700,2026,01,G7,78,19
2,29,Provedor (Internet),613.8,2026,01,F7,101,15
3,29,Provedor (Internet),550.96,2026,01,A3,60,1
1,29,Provedor (Internet),500,2026,01,C0,27,4
3,29,Provedor (Internet),458.87,2026,01,A9,10,1
3,29,Provedor (Internet),449.8,2026,01,A8,11,17
3,29,Provedor (Internet),439.8,2026,01,E4,70,12
2,29,Provedor (Internet),429.9,2026,01,L7,160,20
2,29,Provedor (Internet),359.9,2026,01,B2,63,1
2,29,Provedor (Internet),359.7,2026,01,A7,57,17
3,29,Provedor (Internet),338.22,2026,01,D7,80,11
2,29,Provedor (Internet),309.9,2026,01,L6,159,23
2,29,Provedor (Internet),301.62,2026,01,H5,44,6
2,29,Provedor (Internet),300.47,2026,01,B7,23,4
1,29,Provedor (Internet),300,2026,01,B5,20,4
2,29,Provedor (Internet),289.8,2026,01,I3,130,16
1,29,Provedor (Internet),279.9,2026,01,H2,113,3
2,29,Provedor (Internet),279.8,2026,01,J1,148,22
2,29,Provedor (Internet),259.8,2026,01,A1,6,1
1,29,Provedor (Internet),248.06,2026,01,J0,116,21
1,29,Provedor (Internet),240,2026,01,G4,108,17
1,29,Provedor (Internet),239.9,2026,01,L4,158,13
2,29,Provedor (Internet),239.8,2026,01,D5,77,24
2,29,Provedor (Internet),234.9,2026,01,F5,99,14
1,29,Provedor (Internet),229.9,2026,01,E5,68,12
2,29,Provedor (Internet),219.9,2026,01,D6,79,11
2,29,Provedor (Internet),214.99,2026,01,F8,102,15
1,29,Provedor (Internet),209.9,2026,01,M0,190,2
1,29,Provedor (Internet),207.49,2026,01,L0,155,5
1,29,Provedor (Internet),200.19,2026,01,L8,183,1
2,29,Provedor (Internet),199.9,2026,01,H0,5,2
1,29,Provedor (Internet),199.5,2026,01,C5,34,5
2,29,Provedor (Internet),195.86,2026,01,I1,120,20
1,29,Provedor (Internet),190,2026,01,E0,84,11
1,29,Provedor (Internet),190,2026,01,J3,93,19
1,29,Provedor (Internet),189.99,2026,01,G8,110,19
1,29,Provedor (Internet),189.99,2026,01,I2,129,16
1,29,Provedor (Internet),189.9,2026,01,D4,76,10
1,29,Provedor (Internet),189.9,2026,01,K2,146,1
1,29,Provedor (Internet),189.9,2026,01,L1,156,12
1,29,Provedor (Internet),180,2026,01,G2,106,17
1,29,Provedor (Internet),179.9,2026,01,F2,94,14
1,29,Provedor (Internet),179.5,2026,01,K6,152,19
1,29,Provedor (Internet),169.99,2026,01,G5,109,17
1,29,Provedor (Internet),169.9,2026,01,C1,28,4
1,29,Provedor (Internet),163.93,2026,01,B6,22,4
1,29,Provedor (Internet),159.9,2026,01,E1,86,11
1,29,Provedor (Internet),159.9,2026,01,I9,112,3
1,29,Provedor (Internet),159.9,2026,01,J4,25,4
1,29,Provedor (Internet),159.8,2026,01,A5,135,1
1,29,Provedor (Internet),159,2026,01,E3,67,12
1,29,Provedor (Internet),157.49,2026,01,K1,145,5
1,29,Provedor (Internet),150,2026,01,C2,29,4
1,29,Provedor (Internet),150,2026,01,C7,41,5
1,29,Provedor (Internet),150,2026,01,D0,134,7
1,29,Provedor (Internet),150,2026,01,L2,157,12
1,29,Provedor (Internet),149.99,2026,01,K4,150,4
1,29,Provedor (Internet),149.98,2026,01,D2,73,10
1,29,Provedor (Internet),149.9,2026,01,B1,62,1
1,29,Provedor (Internet),149.9,2026,01,B4,64,1
1,29,Provedor (Internet),149.9,2026,01,H3,126,22
1,29,Provedor (Internet),149.9,2026,01,H8,71,9
1,29,Provedor (Internet),149.9,2026,01,I8,59,1
1,29,Provedor (Internet),149.9,2026,01,L3,161,13
1,29,Provedor (Internet),149.9,2026,01,L9,189,9
1,29,Provedor (Internet),148.99,2026,01,F1,92,14
1,29,Provedor (Internet),148.14,2026,01,K9,163,6
1,29,Provedor (Internet),144.9,2026,01,B3,65,1
1,29,Provedor (Internet),141.99,2026,01,C6,37,5
1,29,Provedor (Internet),139.9,2026,01,A6,33,1
1,29,Provedor (Internet),139.9,2026,01,B9,115,21
1,29,Provedor (Internet),139.9,2026,01,E9,89,14
1,29,Provedor (Internet),139.9,2026,01,G3,107,17
1,29,Provedor (Internet),135,2026,01,C8,48,7
1,29,Provedor (Internet),130,2026,01,H9,118,13
1,29,Provedor (Internet),129.9,2026,01,F9,103,15
1,29,Provedor (Internet),124.9,2026,01,I4,128,16
1,29,Provedor (Internet),120,2026,01,H4,114,3
1,29,Provedor (Internet),119.9,2026,01,F4,97,14
1,29,Provedor (Internet),119.9,2026,01,G0,104,15
1,29,Provedor (Internet),119.9,2026,01,I5,132,18
1,29,Provedor (Internet),119.9,2026,01,K8,154,19
1,29,Provedor (Internet),112.41,2026,01,D1,69,6
1,29,Provedor (Internet),103.99,2026,01,L5,162,15
1,29,Provedor (Internet),100,2026,01,F0,91,14
1,29,Provedor (Internet),100,2026,01,H1,3,18
1,29,Provedor (Internet),100,2026,01,J2,138,23
1,29,Provedor (Internet),100,2026,01,J6,83,11
1,29,Provedor (Internet),99.9,2026,01,D9,82,11
1,29,Provedor (Internet),99.9,2026,01,E7,74,12
1,29,Provedor (Internet),99.9,2026,01,I6,125,18
1,29,Provedor (Internet),90.99,2026,01,J7,137,21
1,29,Provedor (Internet),51.09,2026,01,I7,43,1
4,30,"Publicações, livros e assinaturas",1600,2026,01,C0,27,4
1,30,"Publicações, livros e assinaturas",1200,2026,01,K7,153,19
2,30,"Publicações, livros e assinaturas",923.14,2026,01,J9,144,12
2,30,"Publicações, livros e assinaturas",729.8,2026,01,G5,109,17
1,30,"Publicações, livros e assinaturas",142,2026,01,A7,57,17
1,30,"Publicações, livros e assinaturas",142,2026,01,G4,108,17
1,30,"Publicações, livros e assinaturas",133.33,2026,01,E4,70,12
2,32,Contribuições a entidades Sindicais,5360,2026,01,A9,10,1
1,32,Contribuições a entidades Sindicais,1725,2026,01,L9,189,9
5,32,Contribuições a entidades Sindicais,1410,2026,01,F7,101,15
3,32,Contribuições a entidades Sindicais,1200,2026,01,L1,156,12
5,32,Contribuições a entidades Sindicais,1070,2026,01,G2,106,17
2,32,Contribuições a entidades Sindicais,1000,2026,01,L0,155,5
2,32,Contribuições a entidades Sindicais,750,2026,01,A8,11,17
2,32,Contribuições a entidades Sindicais,740,2026,01,D2,73,10
3,32,Contribuições a entidades Sindicais,550,2026,01,B7,23,4
2,32,Contribuições a entidades Sindicais,400,2026,01,J9,144,12
1,32,Contribuições a entidades Sindicais,325.5,2026,01,C0,27,4
3,32,Contribuições a entidades Sindicais,288.08,2026,01,I1,120,20
1,32,Contribuições a entidades Sindicais,250,2026,01,B9,115,21
1,32,Contribuições a entidades Sindicais,250,2026,01,K8,154,19
1,32,Contribuições a entidades Sindicais,250,2026,01,L2,157,12
2,32,Contribuições a entidades Sindicais,240.51,2026,01,H9,118,13
1,32,Contribuições a entidades Sindicais,180,2026,01,D3,75,10
1,32,Contribuições a entidades Sindicais,150,2026,01,F1,92,14
1,32,Contribuições a entidades Sindicais,150,2026,01,J0,116,21
1,32,Contribuições a entidades Sindicais,97.85,2026,01,I3,130,16
1,33,Contribuições Previdenciárias (funcionários),54128.63,2026,01,K5,151,4
2,33,Contribuições Previdenciárias (funcionários),45106.08,2026,01,D7,80,11
1,33,Contribuições Previdenciárias (funcionários),42072.95,2026,01,K1,145,5
1,33,Contribuições Previdenciárias (funcionários),39456.38,2026,01,F0,91,14
2,33,Contribuições Previdenciárias (funcionários),35280.46,2026,01,A1,6,1
3,33,Contribuições Previdenciárias (funcionários),30480.29,2026,01,A0,1,1
1,33,Contribuições Previdenciárias (funcionários),27960.51,2026,01,E3,67,12
1,33,Contribuições Previdenciárias (funcionários),26382.85,2026,01,A9,10,1
1,33,Contribuições Previdenciárias (funcionários),25294.86,2026,01,I7,43,1
1,33,Contribuições Previdenciárias (funcionários),24862.75,2026,01,C4,32,5
1,33,Contribuições Previdenciárias (funcionários),24343.82,2026,01,L4,158,13
1,33,Contribuições Previdenciárias (funcionários),23685.09,2026,01,K2,146,1
1,33,Contribuições Previdenciárias (funcionários),23241.07,2026,01,G3,107,17
2,33,Contribuições Previdenciárias (funcionários),22814.07,2026,01,E0,84,11
1,33,Contribuições Previdenciárias (funcionários),22265.56,2026,01,G8,110,19
2,33,Contribuições Previdenciárias (funcionários),22241.07,2026,01,F7,101,15
1,33,Contribuições Previdenciárias (funcionários),21756.88,2026,01,A8,11,17
1,33,Contribuições Previdenciárias (funcionários),21015.43,2026,01,E9,89,14
1,33,Contribuições Previdenciárias (funcionários),20193.97,2026,01,H0,5,2
1,33,Contribuições Previdenciárias (funcionários),20014.85,2026,01,B6,22,4
1,33,Contribuições Previdenciárias (funcionários),19677.17,2026,01,C5,34,5
4,33,Contribuições Previdenciárias (funcionários),19284.45,2026,01,G2,106,17
1,33,Contribuições Previdenciárias (funcionários),18744.76,2026,01,E4,70,12
1,33,Contribuições Previdenciárias (funcionários),18104.95,2026,01,J9,144,12
1,33,Contribuições Previdenciárias (funcionários),16997.92,2026,01,H8,71,9
1,33,Contribuições Previdenciárias (funcionários),16935.9,2026,01,L7,160,20
2,33,Contribuições Previdenciárias (funcionários),16928.67,2026,01,A3,60,1
1,33,Contribuições Previdenciárias (funcionários),16419.28,2026,01,L0,155,5
1,33,Contribuições Previdenciárias (funcionários),16235.97,2026,01,D6,79,11
1,33,Contribuições Previdenciárias (funcionários),16137.27,2026,01,G7,78,19
1,33,Contribuições Previdenciárias (funcionários),15701.97,2026,01,J1,148,22
1,33,Contribuições Previdenciárias (funcionários),15044.35,2026,01,F1,92,14
3,33,Contribuições Previdenciárias (funcionários),13063.15,2026,01,L1,156,12
1,33,Contribuições Previdenciárias (funcionários),11420.02,2026,01,J0,116,21
1,33,Contribuições Previdenciárias (funcionários),10782.01,2026,01,C8,48,7
1,33,Contribuições Previdenciárias (funcionários),10638.69,2026,01,I2,129,16
1,33,Contribuições Previdenciárias (funcionários),9829.25,2026,01,K4,150,4
1,33,Contribuições Previdenciárias (funcionários),9417.39,2026,01,H6,45,6
1,33,Contribuições Previdenciárias (funcionários),9188.68,2026,01,D2,73,10
1,33,Contribuições Previdenciárias (funcionários),9173.35,2026,01,F8,102,15
1,33,Contribuições Previdenciárias (funcionários),8828.77,2026,01,C9,49,7
2,33,Contribuições Previdenciárias (funcionários),8685.57,2026,01,I5,132,18
1,33,Contribuições Previdenciárias (funcionários),8683.01,2026,01,K6,152,19
1,33,Contribuições Previdenciárias (funcionários),8641.13,2026,01,G9,136,19
1,33,Contribuições Previdenciárias (funcionários),8290.08,2026,01,A4,4,17
1,33,Contribuições Previdenciárias (funcionários),8145.74,2026,01,E5,68,12
1,33,Contribuições Previdenciárias (funcionários),8063.31,2026,01,B7,23,4
1,33,Contribuições Previdenciárias (funcionários),8030.38,2026,01,C1,28,4
1,33,Contribuições Previdenciárias (funcionários),7837.94,2026,01,H9,118,13
1,33,Contribuições Previdenciárias (funcionários),7815.82,2026,01,L9,189,9
2,33,Contribuições Previdenciárias (funcionários),7691.21,2026,01,B9,115,21
1,33,Contribuições Previdenciárias (funcionários),7602.8,2026,01,I3,130,16
1,33,Contribuições Previdenciárias (funcionários),7280.05,2026,01,H5,44,6
1,33,Contribuições Previdenciárias (funcionários),7052.97,2026,01,I8,59,1
1,33,Contribuições Previdenciárias (funcionários),7047.6,2026,01,F9,103,15
1,33,Contribuições Previdenciárias (funcionários),6934.83,2026,01,H2,113,3
2,33,Contribuições Previdenciárias (funcionários),6861.2,2026,01,H7,117,8
9,33,Contribuições Previdenciárias (funcionários),6806.7,2026,01,D3,75,10
1,33,Contribuições Previdenciárias (funcionários),6647.06,2026,01,K7,153,19
1,33,Contribuições Previdenciárias (funcionários),6215.21,2026,01,M0,190,2
1,33,Contribuições Previdenciárias (funcionários),5608.55,2026,01,L2,157,12
1,33,Contribuições Previdenciárias (funcionários),5460.49,2026,01,A7,57,17
2,33,Contribuições Previdenciárias (funcionários),5323.94,2026,01,D4,76,10
2,33,Contribuições Previdenciárias (funcionários),5258.82,2026,01,E7,74,12
1,33,Contribuições Previdenciárias (funcionários),5248.01,2026,01,H4,114,3
1,33,Contribuições Previdenciárias (funcionários),5246.59,2026,01,D9,82,11
1,33,Contribuições Previdenciárias (funcionários),5155.8,2026,01,L6,159,23
1,33,Contribuições Previdenciárias (funcionários),5055.66,2026,01,A6,33,1
2,33,Contribuições Previdenciárias (funcionários),4982.19,2026,01,J5,127,22
1,33,Contribuições Previdenciárias (funcionários),4926.96,2026,01,J2,138,23
1,33,Contribuições Previdenciárias (funcionários),4691.82,2026,01,A5,135,1
1,33,Contribuições Previdenciárias (funcionários),4098.13,2026,01,I0,119,20
1,33,Contribuições Previdenciárias (funcionários),4096.74,2026,01,G1,105,17
1,33,Contribuições Previdenciárias (funcionários),3895.44,2026,01,H3,126,22
1,33,Contribuições Previdenciárias (funcionários),3488.54,2026,01,B8,24,4
2,33,Contribuições Previdenciárias (funcionários),3302.33,2026,01,K8,154,19
1,33,Contribuições Previdenciárias (funcionários),2658.61,2026,01,I9,112,3
1,33,Contribuições Previdenciárias (funcionários),2131.99,2026,01,F2,94,14
2,33,Contribuições Previdenciárias (funcionários),2077.08,2026,01,F4,97,14
1,33,Contribuições Previdenciárias (funcionários),2014.03,2026,01,D5,77,24
1,33,Contribuições Previdenciárias (funcionários),1980.71,2026,01,I1,120,20
2,33,Contribuições Previdenciárias (funcionários),1926.44,2026,01,I4,128,16
1,33,Contribuições Previdenciárias (funcionários),1845.34,2026,01,E1,86,11
1,33,Contribuições Previdenciárias (funcionários),1780.24,2026,01,G0,104,15
1,33,Contribuições Previdenciárias (funcionários),1596.26,2026,01,D1,69,6
1,33,Contribuições Previdenciárias (funcionários),1585.63,2026,01,L3,161,13
1,33,Contribuições Previdenciárias (funcionários),1319.46,2026,01,D0,134,7
1,33,Contribuições Previdenciárias (funcionários),1308.62,2026,01,B2,63,1
1,33,Contribuições Previdenciárias (funcionários),1214.46,2026,01,J6,83,11
1,33,Contribuições Previdenciárias (funcionários),1097.81,2026,01,J4,25,4
1,33,Contribuições Previdenciárias (funcionários),1049.06,2026,01,B1,62,1
2,33,Contribuições Previdenciárias (funcionários),1041.26,2026,01,B4,64,1
1,33,Contribuições Previdenciárias (funcionários),997.71,2026,01,C7,41,5
1,33,Contribuições Previdenciárias (funcionários),985.23,2026,01,K9,163,6
1,33,Contribuições Previdenciárias (funcionários),970.41,2026,01,F5,99,14
1,33,Contribuições Previdenciárias (funcionários),819.93,2026,01,J3,93,19
1,33,Contribuições Previdenciárias (funcionários),811.16,2026,01,G5,109,17
1,33,Contribuições Previdenciárias (funcionários),752.67,2026,01,G4,108,17
1,33,Contribuições Previdenciárias (funcionários),498.85,2026,01,L5,162,15
1,33,Contribuições Previdenciárias (funcionários),470.58,2026,01,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),470.58,2026,01,J7,137,21
1,33,Contribuições Previdenciárias (funcionários),470.58,2026,01,L8,183,1
1,33,Contribuições Previdenciárias (funcionários),267.78,2026,01,C6,37,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",14106.44,2026,01,C4,32,5
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",11045.46,2026,01,A8,11,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",9716.3,2026,01,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",6775.95,2026,01,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",6084.75,2026,01,L1,156,12
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",5755.36,2026,01,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3398.7,2026,01,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",857.11,2026,01,G7,78,19
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",797.52,2026,01,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",707.02,2026,01,K8,154,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",170,2026,01,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",80.88,2026,01,H7,117,8
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,31816.15,2026,01,A9,10,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,17344.99,2026,01,K5,151,4
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,16406.39,2026,01,D4,76,10
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,14626.85,2026,01,D6,79,11
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,11606.45,2026,01,K1,145,5
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,11034.67,2026,01,D7,80,11
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,10539.29,2026,01,G3,107,17
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,9359.46,2026,01,K3,149,17
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,9155.76,2026,01,B5,20,4
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,8827.91,2026,01,J0,116,21
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,8824.19,2026,01,G8,110,19
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,8140.87,2026,01,F9,103,15
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7906.25,2026,01,F0,91,14
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7167.01,2026,01,A8,11,17
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6581.55,2026,01,E4,70,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6500.9,2026,01,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6422.27,2026,01,B6,22,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6392.16,2026,01,E3,67,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6317.78,2026,01,K2,146,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,6105.33,2026,01,C5,34,5
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,6099.82,2026,01,L4,158,13
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6072.26,2026,01,H6,45,6
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,5843.27,2026,01,E9,89,14
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5777.21,2026,01,J9,144,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5651.05,2026,01,K7,153,19
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5580.13,2026,01,L0,155,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5383.68,2026,01,F7,101,15
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,5362.78,2026,01,J1,148,22
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5157.43,2026,01,A0,1,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5111.49,2026,01,L7,160,20
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,4893.33,2026,01,L1,156,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,4868.13,2026,01,H0,5,2
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,4854.04,2026,01,C4,32,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,4600.03,2026,01,I5,132,18
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,4346.12,2026,01,F1,92,14
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,3923.37,2026,01,E0,84,11
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,3573.01,2026,01,K6,152,19
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,3562.33,2026,01,H9,118,13
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,3502.24,2026,01,H8,71,9
