QTD;ID_PLANO_CONTA;PLANO_CONTA;TOTAL_MES;ANO;MES;CODIGOSELO;IDCARTORIO;COMARCA
1;13;Entidades de Classe (contribuições);52.23;2025;11;J3;93;19
1;13;Entidades de Classe (contribuições);51.62;2025;02;M0;190;2
1;13;Entidades de Classe (contribuições);50.76;2025;01;B1;62;1
1;13;Entidades de Classe (contribuições);50;2024;12;G2;106;17
1;13;Entidades de Classe (contribuições);49.6;2024;11;B1;62;1
1;13;Entidades de Classe (contribuições);49.13;2025;08;J3;93;19
2;13;Entidades de Classe (contribuições);46.48;2024;01;I2;129;16
1;13;Entidades de Classe (contribuições);45.05;2025;02;B2;63;1
1;13;Entidades de Classe (contribuições);44.84;2024;08;D0;134;7
1;13;Entidades de Classe (contribuições);44.31;2024;11;J3;93;19
1;13;Entidades de Classe (contribuições);44;2024;07;I2;129;16
1;13;Entidades de Classe (contribuições);43.73;2025;05;B2;63;1
1;13;Entidades de Classe (contribuições);43.15;2024;09;J5;127;22
1;13;Entidades de Classe (contribuições);42.42;2024;03;E1;86;11
1;13;Entidades de Classe (contribuições);42.02;2025;08;E1;86;11
1;13;Entidades de Classe (contribuições);41.03;2025;09;B1;62;1
1;13;Entidades de Classe (contribuições);40.95;2025;05;J3;93;19
1;13;Entidades de Classe (contribuições);40.14;2025;02;H4;114;3
1;13;Entidades de Classe (contribuições);38.13;2024;12;L3;161;13
1;13;Entidades de Classe (contribuições);37.86;2025;01;J3;93;19
1;13;Entidades de Classe (contribuições);37.32;2025;06;I4;128;16
1;13;Entidades de Classe (contribuições);36.87;2024;04;J3;93;19
1;13;Entidades de Classe (contribuições);35.3;2024;02;I1;120;20
1;13;Entidades de Classe (contribuições);34.28;2025;03;L3;161;13
1;13;Entidades de Classe (contribuições);30.48;2024;11;H4;114;3
1;13;Entidades de Classe (contribuições);29.34;2024;03;J3;93;19
1;13;Entidades de Classe (contribuições);27.28;2024;02;E1;86;11
2;13;Entidades de Classe (contribuições);22.38;2024;12;K9;163;6
1;13;Entidades de Classe (contribuições);13.56;2024;06;K9;163;6
1;13;Entidades de Classe (contribuições);12.33;2024;10;K9;163;6
1;13;Entidades de Classe (contribuições);11.81;2024;11;K9;163;6
1;13;Entidades de Classe (contribuições);11.57;2024;07;K9;163;6
1;13;Entidades de Classe (contribuições);8.47;2024;08;K9;163;6
1;13;Entidades de Classe (contribuições);8.29;2024;09;K9;163;6
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;34728.97;2024;02;A1;6;1
3;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;26125.83;2024;04;H9;118;13
6;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;23815.04;2025;02;A3;60;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;23222.22;2024;05;I7;43;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;23013.77;2024;03;I7;43;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;22814.69;2024;02;I7;43;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;22519.41;2024;04;I7;43;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;21592.57;2024;01;I7;43;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;19744.47;2024;08;I7;43;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;18126.87;2024;01;A1;6;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;18123.5;2024;06;I7;43;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;17863.27;2025;06;C5;34;5
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;17569.45;2024;07;I7;43;1
5;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;17168.58;2024;10;F8;102;15
3;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;16995.62;2024;12;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;16795.98;2024;03;A1;6;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;15754.03;2024;06;A1;6;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;15522.43;2024;05;A1;6;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;15343.65;2024;04;A1;6;1
10;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;15303.32;2025;04;A3;60;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;15187.29;2024;08;A1;6;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;14974.18;2024;09;A1;6;1
4;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;14696.22;2024;11;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;14391.32;2024;01;I0;119;20
3;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;13864.38;2025;04;H9;118;13
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;12534.76;2025;07;H9;118;13
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;12422.05;2025;09;H9;118;13
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;12387.35;2025;06;H9;118;13
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;11770;2025;03;H9;118;13
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;11564.6;2025;05;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;11333.54;2025;08;H9;118;13
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;10309.11;2025;01;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;10212.5;2024;09;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;10024.77;2025;02;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;9893.47;2024;11;J0;116;21
7;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;9501.48;2024;07;A3;60;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;9390.74;2024;10;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;8645.37;2024;05;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;8413.28;2024;06;H9;118;13
4;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;8395.08;2024;11;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;8091.69;2024;07;D6;79;11
5;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;7855.05;2025;05;A3;60;1
5;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;7679.24;2024;12;A3;60;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;7372.87;2024;07;H9;118;13
5;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;7024.56;2024;02;A3;60;1
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;6797.83;2025;03;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;6695.35;2024;06;K4;150;4
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;6635.5;2024;10;E0;84;11
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;6314;2025;12;I5;132;18
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;6044.01;2025;01;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;6036.28;2025;07;F9;103;15
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;5359.49;2024;01;H1;3;18
3;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;5325.23;2024;10;H1;3;18
4;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;5048.4;2024;01;A3;60;1
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;5017.98;2025;02;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;4895.73;2024;07;F9;103;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;4670.68;2025;10;H1;3;18
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;4468.69;2025;12;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;4465.98;2024;06;F9;103;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;4041.81;2025;06;H1;3;18
3;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3989.66;2024;12;K9;163;6
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3930.61;2025;05;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3735.6;2024;07;A5;135;1
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3692.88;2025;08;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3685.06;2024;05;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3632.48;2025;06;I5;132;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3585.59;2024;04;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3535.68;2025;07;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3525.83;2025;10;I5;132;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3484.27;2025;07;I5;132;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3470.7;2025;04;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3470.06;2024;08;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3439.76;2025;09;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3425.17;2025;11;I5;132;18
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3417.73;2024;11;A3;60;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3397.95;2025;05;I5;132;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3364.25;2024;04;A6;33;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3364.25;2024;07;A6;33;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3355.93;2024;03;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3341.31;2025;09;I5;132;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3326.54;2025;04;I5;132;18
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3262.96;2025;08;L3;161;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3261.83;2024;06;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3214.74;2024;07;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3197.51;2024;03;E7;74;12
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3197.51;2024;05;E7;74;12
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3197.51;2024;02;E7;74;12
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3197.51;2024;04;E7;74;12
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3171.87;2025;08;I5;132;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3139.26;2024;02;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3115.56;2024;01;E7;74;12
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3079.56;2024;11;C0;27;4
4;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;3058.09;2024;05;I3;130;16
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2839.06;2024;09;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2839.06;2024;12;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2839.06;2024;11;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2676.14;2024;01;F9;103;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2520.72;2025;11;H1;3;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2453.02;2025;06;F3;96;14
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2302.94;2024;03;I3;130;16
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2288.13;2024;02;I3;130;16
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2277.17;2024;09;E7;74;12
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2213.57;2025;05;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2202.61;2025;04;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2202.61;2025;07;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2202.61;2025;03;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2181;2024;10;G1;105;17
3;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;2092.74;2024;04;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1997.21;2025;10;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1997.21;2025;09;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1997.21;2025;11;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1983.24;2025;03;A3;60;1
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1941.57;2024;08;E7;74;12
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1902.88;2025;08;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1847.14;2024;12;J7;137;21
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1837.02;2024;01;I3;130;16
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1824.42;2024;05;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1824.42;2024;07;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1824.42;2024;06;F3;96;14
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1791.05;2024;08;A3;60;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1684.13;2024;07;E7;74;12
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1673.08;2024;04;F3;96;14
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1671.12;2024;05;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;02;C0;27;4
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;11;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;09;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;07;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;06;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;04;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;10;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;02;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;03;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;08;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;12;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;05;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;12;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;11;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;10;H9;118;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;09;J0;116;21
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;04;J4;25;4
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;05;K9;163;6
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;04;K9;163;6
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;02;K9;163;6
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;03;K9;163;6
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1631.48;2025;09;L3;161;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1605.83;2025;01;L3;161;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1592.63;2024;12;L3;161;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1592.63;2024;10;L3;161;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1592.63;2024;11;L3;161;13
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;12;C0;27;4
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;10;C0;27;4
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;10;C4;32;5
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;09;C4;32;5
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;09;F4;97;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;12;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;09;G7;78;19
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;10;G7;78;19
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;09;I4;128;16
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;11;K9;163;6
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2024;10;L0;155;5
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2025;01;A3;60;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2025;01;C0;27;4
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2025;01;F8;102;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1557.2;2025;01;K9;163;6
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1433.42;2024;12;F2;94;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1422.9;2024;01;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1420.14;2024;03;F3;96;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1420.14;2024;02;F3;96;14
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1313.67;2025;12;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1217.64;2024;10;J6;83;11
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1180;2024;11;D1;69;6
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1179.76;2025;11;G5;109;17
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;1103.71;2024;08;B4;64;1
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;978.63;2024;09;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;975.61;2025;04;G5;109;17
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;970.67;2024;10;G5;109;17
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;951.44;2024;05;B4;64;1
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;950.93;2024;04;B4;64;1
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;948.88;2024;06;B4;64;1
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;948.88;2024;07;B4;64;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;909.82;2025;10;G5;109;17
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;888.88;2024;03;B4;64;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;888.18;2024;09;J3;93;19
2;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;875.44;2024;12;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;815.35;2024;11;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;815.35;2024;06;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;815.35;2024;07;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;815.35;2024;03;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;811.16;2025;05;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;811.16;2025;08;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;811.16;2025;06;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;811.16;2025;07;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;744.12;2024;05;F9;103;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;744.12;2024;04;F9;103;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;740.76;2024;01;B4;64;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;733.56;2024;02;B4;64;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;705.86;2025;07;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;705.86;2025;11;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;705.86;2025;09;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;705.86;2025;06;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;705.86;2025;08;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;705.86;2025;10;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;683.81;2024;06;J3;93;19
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;682.33;2025;05;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;581.27;2024;12;G5;109;17
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;564.8;2024;05;J2;138;23
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;564.8;2024;06;J2;138;23
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;564.8;2024;07;J2;138;23
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;564.8;2024;03;J2;138;23
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;564.8;2024;02;J2;138;23
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;564.8;2024;04;J2;138;23
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;564.8;2024;08;J2;138;23
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;542.65;2024;01;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;528;2024;01;J2;138;23
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;470.58;2025;04;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;470.58;2025;03;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;467.05;2024;06;E7;74;12
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;447.9;2024;02;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;437.72;2024;10;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;437.72;2024;06;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;437.72;2024;11;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;437.72;2024;04;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;437.72;2024;08;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;437.72;2024;07;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;437.72;2024;05;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;437.72;2024;09;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;437.72;2025;01;I6;125;18
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;407.32;2025;01;F2;94;14
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;318.18;2025;11;F7;101;15
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;07;A0;1;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;08;A0;1;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;04;A3;60;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;08;B2;63;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;07;B2;63;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;09;B2;63;1
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;07;C0;27;4
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;09;C0;27;4
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;08;C0;27;4
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;03;G7;78;19
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;04;G7;78;19
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;05;G7;78;19
1;14;INSS - Serviços prestados por contribuintes individuais - sem vínculo empregatício;282.4;2024;06;G7;78;19
