QTD,ID_PLANO_CONTA,PLANO_CONTA,TOTAL_MES,ANO_MES,CODIGOSELO,IDCARTORIO,COMARCA
1,33,Contribuições Previdenciárias (funcionários),470.58,2025-09,L5,162,15
1,33,Contribuições Previdenciárias (funcionários),470.58,2025-09,L8,183,1
1,33,Contribuições Previdenciárias (funcionários),470.58,2025-10,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),470.58,2025-10,L5,162,15
1,33,Contribuições Previdenciárias (funcionários),470.58,2025-10,L8,183,1
1,33,Contribuições Previdenciárias (funcionários),470.58,2025-11,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),470.58,2025-11,L8,183,1
1,33,Contribuições Previdenciárias (funcionários),453.73,2025-03,F2,94,14
1,33,Contribuições Previdenciárias (funcionários),450,2024-10,J7,137,21
1,33,Contribuições Previdenciárias (funcionários),437.72,2024-11,L5,162,15
1,33,Contribuições Previdenciárias (funcionários),436.78,2024-11,K9,163,6
1,33,Contribuições Previdenciárias (funcionários),426.37,2025-04,F2,94,14
1,33,Contribuições Previdenciárias (funcionários),405.58,2025-02,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),405.58,2025-03,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),405.58,2025-04,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),405.58,2025-05,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),387.71,2024-12,F5,99,14
1,33,Contribuições Previdenciárias (funcionários),375.68,2024-10,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),375.68,2024-11,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),375.68,2025-01,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),329.04,2025-02,F2,94,14
1,33,Contribuições Previdenciárias (funcionários),313.72,2025-08,C2,29,4
1,33,Contribuições Previdenciárias (funcionários),282.34,2025-02,L8,183,1
1,33,Contribuições Previdenciárias (funcionários),235.28,2025-03,L5,162,15
1,33,Contribuições Previdenciárias (funcionários),170.45,2025-03,E7,74,12
1,33,Contribuições Previdenciárias (funcionários),170.45,2025-04,E7,74,12
1,33,Contribuições Previdenciárias (funcionários),162.27,2025-02,E7,74,12
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",27997.48,2025-11,C4,32,5
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",18613.58,2025-10,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",16103.04,2025-07,C4,32,5
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",15546.86,2024-12,A9,10,1
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",15411.68,2025-03,A1,6,1
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",14796.04,2025-07,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",14003.86,2025-09,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",13989.25,2024-11,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",13989.25,2024-12,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",13989.25,2025-01,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",13989.25,2025-02,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",13989.25,2025-03,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",13989.25,2025-04,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",13989.25,2025-05,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",13989.25,2025-06,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",13820.4,2024-10,C4,32,5
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",11278.1,2025-06,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",10491.58,2025-08,C4,32,5
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",10118.14,2025-11,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",8428.94,2025-08,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",8346.9,2025-04,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",8069.42,2025-06,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",8069.42,2025-07,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",8038.58,2025-05,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7773.43,2024-10,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7705.84,2024-10,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7705.84,2024-11,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7705.84,2024-12,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7705.84,2025-01,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7705.84,2025-02,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7668.58,2025-03,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7465.11,2025-01,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7465.11,2025-02,A9,10,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7398.02,2025-06,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",7090.2,2025-05,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",6803.28,2025-08,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",6775.95,2025-11,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",6739.73,2025-10,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",6084.94,2025-10,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",6068.82,2025-07,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",6062.41,2025-09,A1,6,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",6006.75,2025-09,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",5566.95,2024-11,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",5511.6,2025-11,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",5411.54,2025-01,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",5410.59,2024-12,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",5331.75,2025-02,K7,153,19
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",5326,2024-10,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",5224.21,2025-04,K7,153,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",5206.54,2025-03,K7,153,19
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",4843.23,2025-09,A8,11,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",4843.22,2025-10,A8,11,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3398.7,2025-09,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3398.7,2025-10,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3398.7,2025-11,A7,57,17
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",3205.16,2025-03,A7,57,17
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",3205.16,2025-04,A7,57,17
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",3203.94,2025-01,A7,57,17
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",3203.94,2025-02,A7,57,17
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",3190.68,2024-12,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3179.02,2024-10,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3179.02,2024-11,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3179.02,2025-05,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3179.02,2025-06,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3179.02,2025-07,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3179.02,2025-08,A7,57,17
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3128.47,2024-10,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3108.26,2025-02,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",3105.9,2025-01,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",2974.67,2024-12,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",2939.67,2024-11,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",2078.69,2025-02,K8,154,19
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",1669.82,2025-02,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",1535.19,2025-04,K8,154,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",1535.19,2025-05,K8,154,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",1535.19,2025-07,K8,154,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",1535.19,2025-08,K8,154,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",1473.01,2025-06,K8,154,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",1473,2025-03,K8,154,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",1451.54,2025-10,K8,154,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",1447.19,2025-09,K8,154,19
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",1358.43,2025-10,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",1185.61,2025-04,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",992.76,2025-01,A0,1,1
5,34,"Convênio Médico, Odontológico (adiantamento salarial)",980,2025-02,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",962.78,2025-06,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",928.13,2025-05,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",895.54,2025-09,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",888.61,2025-08,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",873.01,2025-03,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",857.11,2025-07,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",857.11,2025-10,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",857.11,2025-11,G7,78,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",846.3,2025-04,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",827.29,2025-11,K8,154,19
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",794.67,2025-05,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",781.2,2024-10,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",781.2,2024-12,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",748.65,2025-07,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",734.74,2025-09,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",653.17,2025-08,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",651.51,2025-11,A0,1,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",611.95,2025-06,A0,1,1
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",505,2025-01,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",360,2025-06,H7,117,8
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",320,2024-11,A6,33,1
4,34,"Convênio Médico, Odontológico (adiantamento salarial)",320,2024-11,H1,3,18
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",320,2025-03,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",265,2025-04,H1,3,18
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",265,2025-06,H1,3,18
3,34,"Convênio Médico, Odontológico (adiantamento salarial)",255,2024-10,L7,160,20
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",250,2025-04,L7,160,20
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",250,2025-05,L7,160,20
3,34,"Convênio Médico, Odontológico (adiantamento salarial)",210,2025-11,G0,104,15
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",180,2025-09,H7,117,8
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",170,2025-06,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",170,2025-07,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",170,2025-08,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",170,2025-09,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",170,2025-10,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",170,2025-11,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",150,2024-11,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",150,2024-12,L7,160,20
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",90,2025-10,H7,117,8
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",90,2025-11,H7,117,8
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",70,2025-01,G0,104,15
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",70,2025-10,G0,104,15
2,34,"Convênio Médico, Odontológico (adiantamento salarial)",70,2025-10,I7,43,1
1,34,"Convênio Médico, Odontológico (adiantamento salarial)",35,2025-09,I7,43,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,27576.88,2024-11,E4,70,12
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,20903.08,2025-04,K2,146,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,19732.95,2025-06,K3,149,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,17146.3,2025-06,B9,115,21
4,35,FGTS - Fundo de Garantia por Tempo de Serviço,16675.46,2025-01,G3,107,17
4,35,FGTS - Fundo de Garantia por Tempo de Serviço,16372.46,2025-07,A0,1,1
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,15073.88,2025-10,K1,145,5
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,14499.44,2025-07,A3,60,1
5,35,FGTS - Fundo de Garantia por Tempo de Serviço,13802.87,2025-04,A0,1,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,13768.18,2025-08,F0,91,14
4,35,FGTS - Fundo de Garantia por Tempo de Serviço,13489.18,2025-02,A0,1,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,13488.8,2024-10,K2,146,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,13428.6,2025-10,K5,151,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,13407.69,2025-01,K5,151,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,12705.06,2025-11,A8,11,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,12620.8,2025-08,E5,68,12
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,12434.68,2024-11,B6,22,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,11840.09,2025-04,K3,149,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,11752.66,2024-10,K5,151,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,11742.79,2025-02,K5,151,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,11059.4,2024-10,F7,101,15
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,10988.92,2025-06,E4,70,12
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,10958.08,2025-02,F0,91,14
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,10606.09,2024-12,K3,149,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,10561.7,2025-10,I5,132,18
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,10529.96,2025-01,G8,110,19
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,10280.22,2025-02,E3,67,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,10050.03,2025-09,K5,151,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,10004.91,2025-07,F0,91,14
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,9909.07,2024-12,C4,32,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,9882.83,2025-11,F0,91,14
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,9824.13,2025-01,K1,145,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,9623.25,2025-08,K5,151,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,9566.94,2024-12,K1,145,5
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,9480.74,2024-12,H6,45,6
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,9430.87,2025-07,K5,151,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,9329.35,2025-09,L1,156,12
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,9297.51,2025-08,C4,32,5
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,9237.97,2025-01,A8,11,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,9236.36,2025-08,D6,79,11
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,9177.1,2025-05,I7,43,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,9044.7,2025-07,C4,32,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8993.01,2025-04,K5,151,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8941.8,2025-04,G8,110,19
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8825.65,2025-04,K1,145,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8762.86,2025-11,E3,67,12
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8717.5,2025-06,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8717.27,2025-11,K5,151,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8639.85,2024-12,E4,70,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8511.48,2024-12,K5,151,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8490.79,2025-01,B5,20,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8415.64,2025-03,K5,151,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8413.28,2024-12,B5,20,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8218.38,2025-01,I7,43,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8178.1,2024-12,F0,91,14
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8169.6,2025-07,K1,145,5
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8150.07,2024-12,K7,153,19
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8120.77,2025-05,L4,158,13
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8117.13,2025-03,A1,6,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8093.27,2025-05,K5,151,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8083.6,2024-11,F0,91,14
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8077.3,2024-12,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,8075.26,2025-06,K5,151,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,8016.83,2025-01,K3,149,1
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,8004.88,2024-11,K1,145,5
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,7992.47,2025-11,A3,60,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7987.99,2025-02,A3,60,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7969.96,2025-02,G2,106,17
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7912.51,2024-11,K5,151,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7887.06,2024-11,E3,67,12
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7784.87,2025-02,A8,11,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7780.91,2024-12,E3,67,12
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,7688.82,2025-07,G9,136,19
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7644.37,2025-07,G3,107,17
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7612.53,2025-07,A8,11,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7567.71,2025-08,K1,145,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7522.21,2025-09,K1,145,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7506.79,2025-06,K1,145,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7455.41,2025-05,K1,145,5
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7448.26,2025-11,K1,145,5
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7436.35,2025-05,G8,110,19
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7413.3,2024-12,A9,10,1
4,35,FGTS - Fundo de Garantia por Tempo de Serviço,7393.27,2025-10,J1,148,22
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7392.85,2025-08,A3,60,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7388.71,2025-02,K1,145,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7386.39,2025-03,K1,145,5
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7350.61,2025-02,G8,110,19
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7298.71,2024-11,I7,43,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7262.35,2025-02,A1,6,1
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,7191.18,2025-08,L4,158,13
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,7119.66,2024-10,K1,145,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,7114.35,2025-10,I7,43,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7071.75,2025-01,L1,156,12
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,7042.92,2025-09,F0,91,14
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,6980.95,2025-01,C4,32,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6971.56,2025-06,F0,91,14
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6960.06,2025-08,A9,10,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6930.94,2024-12,L1,156,12
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,6926.66,2025-03,K3,149,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,6917.94,2025-10,H0,5,2
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6833.38,2025-08,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6827.49,2025-10,F0,91,14
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6815.09,2025-04,F0,91,14
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6777.02,2025-05,F0,91,14
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6684.16,2025-09,I7,43,1
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,6638.52,2025-01,J1,148,22
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6636.83,2025-11,A9,10,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6615.4,2025-11,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6590.01,2024-12,G8,110,19
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,6566.7,2025-06,J9,144,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6530.5,2025-04,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6511.59,2025-11,B5,20,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6505.07,2025-09,A9,10,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6496.34,2025-01,F0,91,14
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6456.92,2025-10,B5,20,4
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,6451.29,2025-08,A0,1,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6433.98,2025-05,B5,20,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6431.46,2025-10,A9,10,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6417.93,2025-06,B5,20,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6392.38,2025-01,K2,146,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6337.31,2025-03,F0,91,14
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,6317.09,2025-09,D6,79,11
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6297.86,2025-02,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6285.11,2025-03,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6283.32,2025-01,E4,70,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6274.53,2025-08,B5,20,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6269.72,2024-12,K2,146,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,6225.32,2025-01,B7,23,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6207.03,2025-11,G8,110,19
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6205.48,2025-09,B5,20,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6204.06,2025-07,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6179.81,2025-04,B5,20,4
3,35,FGTS - Fundo de Garantia por Tempo de Serviço,6173.83,2025-09,J9,144,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6163.95,2025-03,B5,20,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6155.93,2025-07,B5,20,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6108.15,2025-02,B5,20,4
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,6082.21,2025-03,E4,70,12
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,6074.53,2024-11,D6,79,11
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6050.99,2024-10,C4,32,5
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,6002.36,2025-06,E3,67,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5973.32,2024-10,I7,43,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5933.81,2025-07,E3,67,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5929.69,2025-07,A9,10,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5925.78,2025-02,K3,149,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,5924.1,2025-10,E4,70,12
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,5917.42,2024-12,G7,78,19
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5915.28,2025-05,H6,45,6
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,5892.96,2025-04,G3,107,17
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5886.8,2024-11,B5,20,4
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5870.01,2024-10,K3,149,1
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5853.37,2025-09,E3,67,12
1,35,FGTS - Fundo de Garantia por Tempo de Serviço,5849.85,2024-12,A8,11,1
2,35,FGTS - Fundo de Garantia por Tempo de Serviço,5812.71,2025-07,J9,144,12
